,gene_id,SNPs,selected_hets,ratio
0,AGAP007731,46,0,0.0
1,AGAP007732,21,0,0.0
2,AGAP007733,7,0,0.0
3,AGAP007734,16,0,0.0
4,AGAP007735,6,0,0.0
5,AGAP007736,28,0,0.0
6,AGAP007737,9,0,0.0
7,AGAP007738,24,0,0.0
8,AGAP007739,17,0,0.0
9,AGAP007740,0,0,
10,AGAP007741,4,0,0.0
11,AGAP007742,25,0,0.0
12,AGAP007743,12,0,0.0
13,AGAP007745,4,0,0.0
14,AGAP007746,1,0,0.0
15,AGAP007747,2,0,0.0
16,AGAP007748,7,0,0.0
17,AGAP007749,24,0,0.0
18,AGAP007751,18,0,0.0
19,AGAP007752,16,0,0.0
20,AGAP007753,9,0,0.0
21,AGAP007754,22,0,0.0
22,AGAP007755,11,0,0.0
23,AGAP007756,32,0,0.0
24,AGAP007757,25,0,0.0
25,AGAP007759,61,0,0.0
26,AGAP007760,14,0,0.0
27,AGAP007761,52,0,0.0
28,AGAP007762,10,0,0.0
29,AGAP007763,75,0,0.0
30,AGAP007764,7,0,0.0
31,AGAP007765,24,0,0.0
32,AGAP007766,2,0,0.0
33,AGAP007767,22,0,0.0
34,AGAP007768,0,0,
35,AGAP007769,15,0,0.0
36,AGAP007771,102,0,0.0
37,AGAP007772,32,0,0.0
38,AGAP007773,9,0,0.0
39,AGAP007774,29,0,0.0
40,AGAP007775,33,0,0.0
41,AGAP007777,11,0,0.0
42,AGAP007778,27,0,0.0
43,AGAP007779,5,0,0.0
44,AGAP007780,7,0,0.0
45,AGAP007781,8,0,0.0
46,AGAP007782,12,0,0.0
47,AGAP007783,15,0,0.0
48,AGAP007784,10,0,0.0
49,AGAP007785,6,0,0.0
50,AGAP007786,18,0,0.0
51,AGAP007787,24,0,0.0
52,AGAP007788,108,0,0.0
53,AGAP007789,26,0,0.0
54,AGAP007790,14,1,0.07142857142857142
55,AGAP007791,13,0,0.0
56,AGAP007792,72,0,0.0
57,AGAP007793,8,0,0.0
58,AGAP007794,6,0,0.0
59,AGAP007795,20,0,0.0
60,AGAP007796,39,0,0.0
61,AGAP007797,13,0,0.0
62,AGAP007798,38,0,0.0
63,AGAP007799,24,0,0.0
64,AGAP007800,8,0,0.0
65,AGAP007801,13,0,0.0
66,AGAP007802,48,0,0.0
67,AGAP007803,34,0,0.0
68,AGAP007804,18,0,0.0
69,AGAP007805,8,0,0.0
70,AGAP007806,7,0,0.0
71,AGAP007807,54,0,0.0
72,AGAP007808,82,0,0.0
73,AGAP007809,6,0,0.0
74,AGAP007810,29,0,0.0
75,AGAP007811,3,0,0.0
76,AGAP007812,1,0,0.0
77,AGAP007813,10,0,0.0
78,AGAP007817,9,0,0.0
79,AGAP007818,1,0,0.0
80,AGAP007819,53,0,0.0
81,AGAP007821,38,0,0.0
82,AGAP007822,12,0,0.0
83,AGAP007823,33,0,0.0
84,AGAP007824,4,0,0.0
85,AGAP007825,16,0,0.0
86,AGAP007826,31,0,0.0
87,AGAP007827,11,0,0.0
88,AGAP007828,4,0,0.0
89,AGAP007830,8,0,0.0
90,AGAP007831,32,0,0.0
91,AGAP007832,19,0,0.0
92,AGAP007833,71,0,0.0
93,AGAP007834,11,0,0.0
